 ,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
71,453,25.881,6.355,28,0,48,191.849,304.317,191.848,304.501,82.083,180,292,23,25,26.656,21.638,119.280,0.845,28.018,11724,28,-0.115,0.366,99.779,11724,184,293,124.824,22.136,1.232,0.812,0.944
72,554,70.838,19.609,65,24,125,600.612,306.971,599.603,307.776,110.125,589,292,26,32,32.999,21.376,69.928,0.574,34.482,39244,69,0.249,-0.682,100.000,39244,591,323,60.461,25.516,1.544,0.648,0.839
73,528,37.591,9.187,36,12,69,655.072,305.583,655.243,305.126,90.669,637,296,35,20,33.943,19.806,175.941,0.807,35.057,19848,36,0.334,0.148,100.000,19848,637,307,3.270,20.000,1.714,0.583,0.943
74,419,25.613,6.830,24,8,44,342.658,309.576,342.567,309.916,76.770,329,300,27,19,27.789,19.198,8.403,0.893,27.731,10732,24,0.109,-0.026,100.000,10732,330,316,25.641,19.000,1.448,0.691,0.949
75,466,71.884,21.524,77,16,130,534.163,311.030,533.001,310.379,100.326,517,301,40,20,38.504,15.409,2.816,0.582,40.311,33498,73,-0.241,-0.008,100.000,33498,517,316,7.125,18.775,2.499,0.400,0.861
76,508,100.132,22.578,109,36,150,724.579,316.669,725.390,316.741,109.882,709,303,31,27,34.462,18.769,27.726,0.529,34.482,50867,101,-0.307,-0.150,100.000,50867,709,326,29.539,21.706,1.836,0.545,0.840
77,1848,86.829,49.204,40,8,186,460.204,335.768,468.940,342.547,268.735,423,306,74,58,73.865,31.855,146.430,0.322,79.605,160460,77,0.182,-1.585,100.000,160460,425,320,153.113,41.660,2.319,0.431,0.719
78,498,25.470,7.050,24,8,56,233.209,327.661,233.060,327.506,82.326,220,315,27,25,27.061,23.431,27.207,0.923,27.893,12684,24,0.368,1.024,100.000,12684,220,332,14.534,24.042,1.155,0.866,0.951
79,1153,113.297,21.742,117,48,203,776.730,331.284,775.183,330.676,157.681,749,316,53,35,55.728,26.343,160.682,0.583,55.154,130631,113,0.128,0.314,100.000,130631,750,321,157.620,31.077,2.115,0.473,0.836
80,367,38.540,7.571,36,16,60,648.435,330.824,648.637,330.887,74.184,640,317,17,28,27.856,16.775,94.908,0.838,28.160,14144,40,0.017,0.140,100.000,14144,646,317,96.116,16.858,1.661,0.602,0.935
81,495,23.426,6.712,24,8,52,291.082,333.557,291.249,333.440,85.255,276,322,29,23,28.606,22.032,177.079,0.856,29.614,11596,24,0.309,0.307,100.000,11596,276,330,168.311,23.000,1.298,0.770,0.936
82,380,37.466,7.790,36,12,65,668.639,336.508,668.279,336.539,74.326,658,324,21,25,24.218,19.978,69.759,0.864,25.495,14237,36,0.292,0.209,100.000,14237,666,349,78.690,20.572,1.212,0.825,0.936
83,3779,76.155,31.578,52,20,195,587.134,354.972,583.326,353.987,557.169,497,325,163,66,142.493,33.767,165.783,0.153,165.061,287788,73,0.809,0.220,100.000,287788,497,343,170.937,50.598,4.220,0.237,0.590
